Subtitle Text Raw,Subtitle Text Clean,Subtitle Text,Start Time,End Time,Video Title,YouTube ID
so let's look at some real-time,so let's look at some real-time,so let's look at some real-time,00:16:57.040,00:17:01.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
applications of machine learning,applications of machine learning,applications of machine learning,00:16:58.880,00:17:04.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
let's see what data mining is it is the,let's see what data mining is it is the,let's see what data mining is it is the,00:17:01.360,00:17:07.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
method of analyzing hidden patterns in,method of analyzing hidden patterns in,method of analyzing hidden patterns in,00:17:04.880,00:17:08.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data,data,data,00:17:07.199,00:17:10.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
let's look at some of the applications,let's look at some of the applications,let's look at some of the applications,00:17:08.160,00:17:11.679,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
of data mining,of data mining,of data mining,00:17:10.160,00:17:13.919,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it is used for anomaly detection to,it is used for anomaly detection to,it is used for anomaly detection to,00:17:11.679,00:17:16.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
detect credit card fraud and to,detect credit card fraud and to,detect credit card fraud and to,00:17:13.919,00:17:18.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
determine which transactions vary from,determine which transactions vary from,determine which transactions vary from,00:17:16.000,00:17:21.839,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
usual purchasing patterns,usual purchasing patterns,usual purchasing patterns,00:17:18.720,00:17:24.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it is also used in market basket,it is also used in market basket,it is also used in market basket,00:17:21.839,00:17:26.799,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
analysis which is used to detect which,analysis which is used to detect which,analysis which is used to detect which,00:17:24.160,00:17:30.559,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
items are often bought together,items are often bought together,items are often bought together,00:17:26.799,00:17:30.559,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it can be used for grouping where it,it can be used for grouping where it,it can be used for grouping where it,00:17:31.679,00:17:38.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
classifies users based on their profiles,classifies users based on their profiles,classifies users based on their profiles,00:17:33.679,00:17:38.720,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine learning is also applied in many,machine learning is also applied in many,machine learning is also applied in many,00:17:38.799,00:17:43.280,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
video games in order to give predictions,video games in order to give predictions,video games in order to give predictions,00:17:41.039,00:17:46.799,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
based on data in a pokemon go battle,based on data in a pokemon go battle,based on data in a pokemon go battle,00:17:43.280,00:17:48.640,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
there is a lot of data to take into,there is a lot of data to take into,there is a lot of data to take into,00:17:46.799,00:17:50.480,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
account to correctly predict the winner,account to correctly predict the winner,account to correctly predict the winner,00:17:48.640,00:17:51.760,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
of a battle,of a battle,of a battle,00:17:50.480,00:17:53.600,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
and this is where machine learning,and this is where machine learning,and this is where machine learning,00:17:51.760,00:17:56.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
becomes useful a machine learning,becomes useful a machine learning,becomes useful a machine learning,00:17:53.600,00:17:58.400,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
classifier will predict the result of,classifier will predict the result of,classifier will predict the result of,00:17:56.000,00:18:01.280,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
the match based on this data,the match based on this data,the match based on this data,00:17:58.400,00:18:03.520,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
let's move on to one of the most popular,let's move on to one of the most popular,let's move on to one of the most popular,00:18:01.280,00:18:05.440,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
applications of machine learning which,applications of machine learning which,applications of machine learning which,00:18:03.520,00:18:07.360,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
is text analysis,is text analysis,is text analysis,00:18:05.440,00:18:09.919,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it is the automated process of obtaining,it is the automated process of obtaining,it is the automated process of obtaining,00:18:07.360,00:18:11.840,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
information from text,information from text,information from text,00:18:09.919,00:18:14.640,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
one example of text analysis is spam,one example of text analysis is spam,one example of text analysis is spam,00:18:11.840,00:18:17.600,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
filtering which is used to detect spam,filtering which is used to detect spam,filtering which is used to detect spam,00:18:14.640,00:18:19.039,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
in emails,in emails,in emails,00:18:17.600,00:18:21.440,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
another example is sentimental analysis,another example is sentimental analysis,another example is sentimental analysis,00:18:19.039,00:18:24.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
