Start Time,End Time,Subtitle Text Raw,Video Title,YouTube ID,Subtitle Text Clean,Subtitle Text
00:18:21.440,00:18:26.400,which is used for classifying an opinion,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,which is used for classifying an opinion,which is used for classifying an opinion
00:18:24.160,00:18:28.799,as positive negative or neutral it,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,as positive negative or neutral it,as positive negative or neutral it
00:18:26.400,00:18:31.360,detects public sentiment in twitter feed,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,detects public sentiment in twitter feed,detects public sentiment in twitter feed
00:18:28.799,00:18:33.280,or filters customer complaints,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,or filters customer complaints,or filters customer complaints
00:18:31.360,00:18:36.320,it is also used for information,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,it is also used for information,it is also used for information
00:18:33.280,00:18:40.880,extraction such as extracting specific,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,extraction such as extracting specific,extraction such as extracting specific
00:18:36.320,00:18:40.880,data address keyword or entities,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,data address keyword or entities,data address keyword or entities
00:18:41.200,00:18:45.520,there are many applications of machine,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,there are many applications of machine,there are many applications of machine
00:18:43.280,00:18:48.720,learning in the healthcare industry,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,learning in the healthcare industry,learning in the healthcare industry
00:18:45.520,00:18:51.600,identifying disease and diagnosis,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,identifying disease and diagnosis,identifying disease and diagnosis
00:18:48.720,00:18:54.400,drug discovery and manufacturing medical,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,drug discovery and manufacturing medical,drug discovery and manufacturing medical
00:18:51.600,00:18:56.320,imaging diagnosis and so on,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,imaging diagnosis and so on,imaging diagnosis and so on
00:18:54.400,00:18:58.480,some of the companies that use machine,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,some of the companies that use machine,some of the companies that use machine
00:18:56.320,00:19:01.200,learning have revolutionized the health,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,learning have revolutionized the health,learning have revolutionized the health
00:18:58.480,00:19:02.160,care industry are google deep mind,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,care industry are google deep mind,care industry are google deep mind
00:19:01.200,00:19:06.320,health,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,health,health
00:19:02.160,00:19:08.430,bio beats health fidelity and ginger dot,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,bio beats health fidelity and ginger dot,bio beats health fidelity and ginger dot
00:19:06.320,00:19:12.880,io,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,io,io
00:19:08.430,00:19:14.960,[Music],introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,[music],[music]
00:19:12.880,00:19:14.960,you,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,you,you
00:00:00.240,00:00:03.760,we know humans learn from their past,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,we know humans learn from their past,we know humans learn from their past
00:00:02.320,00:00:05.680,experiences,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,experiences,experiences
00:00:03.760,00:00:07.359,and machines follow instructions given,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,and machines follow instructions given,and machines follow instructions given
00:00:05.680,00:00:09.599,by humans,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,by humans,by humans
00:00:07.359,00:00:11.519,but what if humans can train the,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,but what if humans can train the,but what if humans can train the
00:00:09.599,00:00:14.000,machines to learn from the past data and,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,machines to learn from the past data and,machines to learn from the past data and
00:00:11.519,00:00:15.839,do what humans can do and much faster,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,do what humans can do and much faster,do what humans can do and much faster
00:00:14.000,00:00:17.760,well that's called machine learning but,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,well that's called machine learning but,well that's called machine learning but
00:00:15.839,00:00:20.000,it's a lot more than just learning it's,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,it's a lot more than just learning it's,it's a lot more than just learning it's
00:00:17.760,00:00:22.400,also about understanding and reasoning,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,also about understanding and reasoning,also about understanding and reasoning
00:00:20.000,00:00:24.240,so today we will learn about the basics,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,so today we will learn about the basics,so today we will learn about the basics
00:00:22.400,00:00:26.800,of machine learning,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,of machine learning,of machine learning
00:00:24.240,00:00:28.800,so that's paul he loves listening to new,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,so that's paul he loves listening to new,so that's paul he loves listening to new
00:00:26.800,00:00:30.880,songs,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,songs,songs
00:00:28.800,00:00:33.120,he either likes them or dislikes them,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,he either likes them or dislikes them,he either likes them or dislikes them
00:00:30.880,00:00:34.880,paul decides this on the basis of the,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,paul decides this on the basis of the,paul decides this on the basis of the
00:00:33.120,00:00:36.000,song's tempo,machine learning what is machine learning introduction to machine learning 2024 simplilearn,ukzFI9rgwfU,song's tempo,song's tempo
